type,timestamp,latitude,longitude,peakcurrent,icheight,numbersensors,icmultiplicity,cgmultiplicity,starttime,endtime,duration,ullatitude,ullongitude,lrlatitude,lrlongitude
 0, 2024-06-09T10:49:44.092051744,  28.276017,  84.153926,  -5983,    0,   7,   0,   1, 2024-06-09T10:49:44.092051744, 2024-06-09T10:49:44.092051744, 0.000000,  28.276017,  28.276017,  84.153926,  84.153926  
 0, 2024-06-09T10:49:51.160530329,  28.242911,  84.051574,  -8164,    0,   6,   0,   1, 2024-06-09T10:49:51.160530329, 2024-06-09T10:49:51.160530329, 0.000000,  28.242911,  28.242911,  84.051574,  84.051574  
 1, 2024-06-09T10:50:05.720396996,  28.242903,  84.050722,  -5142, 7364,   6,   1,   0, 2024-06-09T10:50:05.720396996, 2024-06-09T10:50:05.720396996, 0.000000,  28.242903,  28.242903,  84.050722,  84.050722  
 1, 2024-06-09T10:50:07.525578976,  28.240392,  84.123866,   5513, 3264,   5,   1,   0, 2024-06-09T10:50:07.525578976, 2024-06-09T10:50:07.525578976, 0.000000,  28.240392,  28.240392,  84.123866,  84.123866  
 0, 2024-06-09T10:50:43.694236279,  28.257062,  84.040031,  -8104,    0,   6,   0,   1, 2024-06-09T10:50:43.694236279, 2024-06-09T10:50:43.694236279, 0.000000,  28.257062,  28.257062,  84.040031,  84.040031  
 0, 2024-06-09T10:51:17.751976252,  28.271835,  84.052976,  -6307,    0,   6,   0,   1, 2024-06-09T10:51:17.751976252, 2024-06-09T10:51:17.751976252, 0.000000,  28.271835,  28.271835,  84.052976,  84.052976  
 1, 2024-06-09T10:51:20.872564316,  28.310599,  84.098873,  -3897, 17203,   6,   1,   0, 2024-06-09T10:51:20.872564316, 2024-06-09T10:51:20.872564316, 0.000000,  28.310599,  28.310599,  84.098873,  84.098873  
 1, 2024-06-09T10:51:39.630998611,  28.247473,  84.022116,  -6536, 7287,   7,   1,   0, 2024-06-09T10:51:39.630998611, 2024-06-09T10:51:39.630998611, 0.000000,  28.247473,  28.247473,  84.022116,  84.022116  
 1, 2024-06-09T10:51:51.907732487,  28.337603,  84.173314,  -7057, 19772,   6,   1,   0, 2024-06-09T10:51:51.907732487, 2024-06-09T10:51:51.907732487, 0.000000,  28.337603,  28.337603,  84.173314,  84.173314  
 1, 2024-06-09T10:52:08.231435299,  28.220042,  84.068617,  -3758, 19250,   5,   1,   0, 2024-06-09T10:52:08.231435299, 2024-06-09T10:52:08.231435299, 0.000000,  28.220042,  28.220042,  84.068617,  84.068617  
 0, 2024-06-09T10:52:13.415449858,  28.300149,  84.178813,  -5207,    0,   6,   0,   1, 2024-06-09T10:52:13.415449858, 2024-06-09T10:52:13.415449858, 0.000000,  28.300149,  28.300149,  84.178813,  84.178813  
 0, 2024-06-09T10:52:24.982409716,  28.249957,  84.047652,  -6228,    0,   5,   0,   1, 2024-06-09T10:52:24.982409716, 2024-06-09T10:52:24.982409716, 0.000000,  28.249957,  28.249957,  84.047652,  84.047652  
 1, 2024-06-09T10:52:40.510851860,  28.346957,  84.200430, -11043, 7581,  10,   1,   0, 2024-06-09T10:52:40.510851860, 2024-06-09T10:52:40.510851860, 0.000000,  28.346957,  28.346957,  84.200430,  84.200430  
 1, 2024-06-09T10:52:41.863388538,  28.288020,  84.077494,   5849, 6051,   5,   1,   0, 2024-06-09T10:52:41.863388538, 2024-06-09T10:52:41.863388538, 0.000000,  28.288020,  28.288020,  84.077494,  84.077494  
 1, 2024-06-09T10:52:47.681855440,  28.265076,  84.067396,  -6045, 18759,   5,   1,   0, 2024-06-09T10:52:47.681855440, 2024-06-09T10:52:47.681855440, 0.000000,  28.265076,  28.265076,  84.067396,  84.067396  
