type,timestamp,latitude,longitude,peakcurrent,icheight,numbersensors,icmultiplicity,cgmultiplicity,starttime,endtime,duration,ullatitude,ullongitude,lrlatitude,lrlongitude
 1, 2024-06-15T20:30:11.173494101,  26.755747,  86.680201,   8010, 14048,   9,   4,   0, 2024-06-15T20:30:11.095695019, 2024-06-15T20:30:11.173494101, 0.077799,  26.748078,  26.766744,  86.607060,  86.680201  
 1, 2024-06-15T20:30:12.486808538,  26.811910,  86.647827,   9740, 19434,   9,   2,   0, 2024-06-15T20:30:12.486808538, 2024-06-15T20:30:13.089786053, 0.602978,  26.811910,  26.833947,  86.643005,  86.647827  
 1, 2024-06-15T20:30:14.015150070,  26.828200,  86.638189,   5247, 16150,   7,   1,   0, 2024-06-15T20:30:14.015150070, 2024-06-15T20:30:14.015150070, 0.000000,  26.828200,  26.828200,  86.638189,  86.638189  
 1, 2024-06-15T20:30:14.402686357,  26.717137,  86.675817,   6657, 9006,   7,   5,   0, 2024-06-15T20:30:13.912340164, 2024-06-15T20:30:14.484007120, 0.571667,  26.711550,  26.745819,  86.672879,  86.699488  
 0, 2024-06-15T20:30:16.778778315,  26.574779,  87.866619, -18459,    0,  10,   0,   2, 2024-06-15T20:30:16.778778315, 2024-06-15T20:30:16.836548567, 0.057770,  26.572019,  26.574779,  87.845615,  87.866619  
 1, 2024-06-15T20:30:16.729742527,  26.716794,  86.744286,  22760, 17841,  13,   1,   0, 2024-06-15T20:30:16.729742527, 2024-06-15T20:30:16.729742527, 0.000000,  26.716794,  26.716794,  86.744286,  86.744286  
 0, 2024-06-15T20:30:18.105552673,  26.768794,  86.720696, -15920,    0,  18,   3,   1, 2024-06-15T20:30:18.105552673, 2024-06-15T20:30:19.021234512, 0.915682,  26.723089,  26.803989,  86.508359,  86.720696  
 1, 2024-06-15T20:30:20.649969101,  26.727149,  86.682046,   6037, 16558,   7,   3,   0, 2024-06-15T20:30:20.649969101, 2024-06-15T20:30:21.411904573, 0.761935,  26.727149,  26.794233,  86.682046,  86.698951  
 1, 2024-06-15T20:30:23.136309624,  26.757130,  86.675850,  -7276, 6799,   7,   2,   0, 2024-06-15T20:30:22.890132189, 2024-06-15T20:30:23.136309624, 0.246177,  26.757130,  26.759646,  86.674657,  86.675850  
 1, 2024-06-15T20:30:24.505111694,  26.640132,  87.055514,  -9750, 10697,   9,   1,   0, 2024-06-15T20:30:24.505111694, 2024-06-15T20:30:24.505111694, 0.000000,  26.640132,  26.640132,  87.055514,  87.055514  
 0, 2024-06-15T20:30:26.693983555,  26.606535,  87.840818,  12842,    0,   9,   1,   1, 2024-06-15T20:30:26.693983555, 2024-06-15T20:30:26.739639044, 0.045655,  26.595210,  26.606535,  87.840818,  87.869881  
 1, 2024-06-15T20:30:26.451756239,  26.800715,  86.754382,  -4470, 4283,   6,   1,   0, 2024-06-15T20:30:26.451756239, 2024-06-15T20:30:26.451756239, 0.000000,  26.800715,  26.800715,  86.754382,  86.754382  
